,close,foreignNotional,high,homeNotional,lastSize,low,open,symbol,timestamp,trades,turnover,volume,vwap
12,796.47,6151547.0,821.57,7954.184837660001,2040,703.62,764.99,XBTUSD,2017-01-13 00:00:00+00:00,1259,795418483766,6151547,773.3773
13,820.36,2312001.0,828.46,2898.98956595,5231,767.03,796.47,XBTUSD,2017-01-14 00:00:00+00:00,705,289898956595,2312001,797.5245
14,810.36,2256871.0,835.69,2745.124725599999,4537,803.69,820.36,XBTUSD,2017-01-15 00:00:00+00:00,805,274512472560,2256871,822.1385
15,816.15,2196495.0,926.98,2706.3003767300006,3153,803.41,810.36,XBTUSD,2017-01-16 00:00:00+00:00,690,270630037673,2196495,811.629
16,827.99,1667751.0,832.49,2023.6374378399992,1475,813.16,816.15,XBTUSD,2017-01-17 00:00:00+00:00,696,202363743784,1667751,824.1373
17,902.71,2140349.0,908.59,2439.8741045899983,750,824.17,827.99,XBTUSD,2017-01-18 00:00:00+00:00,758,243987410459,2140349,877.2392
18,881.11,2160366.0,913.6,2462.705936969998,993,842.83,902.71,XBTUSD,2017-01-19 00:00:00+00:00,721,246270593697,2160366,877.2392
19,895.48,2472165.0,910.31,2777.904581440001,2000,873.29,881.11,XBTUSD,2017-01-20 00:00:00+00:00,708,277790458144,2472165,889.941
20,888.51,3019992.0,897.68,3399.3381340200067,1662,876.42,895.48,XBTUSD,2017-01-21 00:00:00+00:00,1068,339933813402,3019992,888.4072
21,915.14,2492722.0,927.82,2722.1669177199947,4006,888.03,888.51,XBTUSD,2017-01-22 00:00:00+00:00,743,272216691772,2492722,915.7174
22,921.75,1517660.0,933.7,1653.0349095400004,2000,887.88,915.14,XBTUSD,2017-01-23 00:00:00+00:00,715,165303490954,1517660,918.1135
23,916.35,1983771.0,930.53,2157.4887144299996,100,910.25,921.75,XBTUSD,2017-01-24 00:00:00+00:00,633,215748871443,1983771,919.4895
24,884.75,2083728.0,921.01,2305.536145309997,3574,884.75,916.35,XBTUSD,2017-01-25 00:00:00+00:00,752,230553614531,2083728,903.7996
25,894.5,1446948.0,902.53,1617.7484784699993,3189,884.66,884.75,XBTUSD,2017-01-26 00:00:00+00:00,605,161774847847,1446948,894.4224
26,915.51,1370758.0,918.83,1515.02607916,5634,893.16,894.5,XBTUSD,2017-01-27 00:00:00+00:00,687,151502607916,1370758,904.7809
27,916.17,1240384.0,929.4,1352.5344159200013,2000,908.15,915.51,XBTUSD,2017-01-28 00:00:00+00:00,1123,135253441592,1240384,917.0862
28,917.97,784826.0,921.55,854.8647568900019,900,914.66,916.17,XBTUSD,2017-01-29 00:00:00+00:00,673,85486475689,784826,918.0713
29,912.59,1318888.0,921.07,1437.8597170800015,1001,912.46,917.97,XBTUSD,2017-01-30 00:00:00+00:00,602,143785971708,1318888,917.2629
30,919.16,1094046.0,920.24,1193.706787200001,6945,911.15,912.59,XBTUSD,2017-01-31 00:00:00+00:00,478,119370678720,1094046,916.5147
31,966.88,2357699.0,18572.51,2484.202155540002,1931,918.09,919.16,XBTUSD,2017-02-01 00:00:00+00:00,571,248420215554,2357699,949.0818
32,983.73,1407942.0,988.09,1447.4282613700007,1593,962.63,966.88,XBTUSD,2017-02-02 00:00:00+00:00,489,144742826137,1407942,972.7248
33,1009.32,1148064.0,1011.11,1158.4221798299998,850,974.37,983.73,XBTUSD,2017-02-03 00:00:00+00:00,490,115842217983,1148064,991.0606
34,1017.21,2216250.0,1026.78,2188.887290809997,2000,994.58,1009.32,XBTUSD,2017-02-04 00:00:00+00:00,647,218888729081,2216250,1012.5044
35,1031.43,1135411.0,1040.74,1114.216140410001,2000,1004.46,1017.21,XBTUSD,2017-02-05 00:00:00+00:00,783,111421614041,1135411,1019.0252
36,1015.8,770324.0,2000.0,760.0229834399994,4610,768.0,1031.43,XBTUSD,2017-02-06 00:00:00+00:00,523,76002298344,770324,1013.5615
37,1024.8,536139.0,1337.0,528.9728133399989,10,780.01,1015.8,XBTUSD,2017-02-07 00:00:00+00:00,734,52897281334,536139,1013.5512
38,1053.0,510941.0,1058.02,491.82911662000026,102,1024.68,1024.8,XBTUSD,2017-02-08 00:00:00+00:00,630,49182911662,510941,1038.8639
39,1053.73,1576678.0,1070.22,1502.3017586200008,10,1013.0,1053.0,XBTUSD,2017-02-09 00:00:00+00:00,1864,150230175862,1576678,1049.5162
40,994.06,3098043.0,1078.42,3092.768935970031,22678,936.61,1053.73,XBTUSD,2017-02-10 00:00:00+00:00,1946,309276893597,3098043,1001.7129
41,987.56,1668285.0,994.91,1728.8942152000027,10,936.04,994.06,XBTUSD,2017-02-11 00:00:00+00:00,1875,172889421520,1668285,964.9436
42,1006.33,2086928.0,1019.55,2087.7482922000013,1499,979.24,987.56,XBTUSD,2017-02-12 00:00:00+00:00,817,208774829220,2086928,999.6102
43,993.76,947558.0,1005.79,949.2769537200003,2000,989.78,1006.33,XBTUSD,2017-02-13 00:00:00+00:00,895,94927695372,947558,998.1933
44,991.75,923905.0,1001.13,932.6403405799998,994,966.73,993.76,XBTUSD,2017-02-14 00:00:00+00:00,742,93264034058,923905,990.6385
45,1004.47,2291097.0,1027.21,2280.079869849997,1633,982.8,991.75,XBTUSD,2017-02-15 00:00:00+00:00,803,228007986985,2291097,1004.8332
46,1004.3,983629.0,1009.07,980.7028289200019,222,995.86,1004.47,XBTUSD,2017-02-16 00:00:00+00:00,1261,98070282892,983629,1002.9889
47,1033.87,2353402.0,1049.5,2297.2573419,1404,1003.82,1004.3,XBTUSD,2017-02-17 00:00:00+00:00,753,229725734190,2353402,1024.4432
48,1048.69,2147878.0,1067.51,2050.3061950700003,10,1021.78,1033.87,XBTUSD,2017-02-18 00:00:00+00:00,685,205030619507,2147878,1047.5921
49,1056.43,1983117.0,1064.35,1882.3075761700004,6072,768.0,1048.69,XBTUSD,2017-02-19 00:00:00+00:00,586,188230757617,1983117,1053.5632
50,1050.24,1376197.0,1069.49,1307.87224062,1115,1040.15,1056.43,XBTUSD,2017-02-20 00:00:00+00:00,403,130787224062,1376197,1052.2439
51,1079.6,1352095.0,1085.94,1273.4474382799995,1399,1041.79,1050.24,XBTUSD,2017-02-21 00:00:00+00:00,644,127344743828,1352095,1061.7627
52,1120.08,3608319.0,1126.51,3285.247587409999,1500,1074.1,1079.6,XBTUSD,2017-02-22 00:00:00+00:00,2323,328524758741,3608319,1098.3459
53,1118.12,7438323.0,10000.0,6653.45256996,15,700.12,1120.08,XBTUSD,2017-02-23 00:00:00+00:00,1471,665345256996,7438323,1117.968
54,1165.25,4127757.0,1174.49,3633.0872003100008,10,1104.12,1118.12,XBTUSD,2017-02-24 00:00:00+00:00,1452,363308720031,4127757,1136.1571
55,1176.79,6391382.0,1290.0,5500.431753409997,10,499.0,1165.25,XBTUSD,2017-02-25 00:00:00+00:00,3115,550043175341,6391382,1161.98
56,1145.03,4234395.0,1196.88,3616.6164250200004,10,1121.55,1176.79,XBTUSD,2017-02-26 00:00:00+00:00,1614,361661642502,4234395,1170.8231
57,1177.49,2010702.0,1194.2,1725.7663178500004,1,1131.4,1145.03,XBTUSD,2017-02-27 00:00:00+00:00,1035,172576631785,2010702,1165.1074
58,1191.47,3614562.0,1204.98,3046.6233849499986,10,1168.59,1177.49,XBTUSD,2017-02-28 00:00:00+00:00,5246,304662338495,3614562,1186.4226
59,1187.84,2884690.0,1206.0,2430.7315821299985,10,1164.26,1191.47,XBTUSD,2017-03-01 00:00:00+00:00,3354,243073158213,2884690,1186.7605
60,1229.0,4302455.0,1250.0,3571.8745188699977,10,1176.0,1187.84,XBTUSD,2017-03-02 00:00:00+00:00,3239,357187451887,4302455,1204.5435
61,1260.15,2903059.0,1450.41,2320.2258608199995,10,1111.0,1229.0,XBTUSD,2017-03-03 00:00:00+00:00,1601,232022586082,2903059,1251.2043
62,1288.81,2923367.0,1294.67,2292.36631306,2435,1238.02,1260.15,XBTUSD,2017-03-04 00:00:00+00:00,2408,229236631306,2923367,1275.2662
63,1264.26,2445128.0,1296.03,1928.3381107199991,1943,1238.02,1288.81,XBTUSD,2017-03-05 00:00:00+00:00,940,192833811072,2445128,1268.0057
64,1275.06,1776723.0,1276.57,1405.42895144,1496,1244.81,1264.26,XBTUSD,2017-03-06 00:00:00+00:00,956,140542895144,1776723,1264.1905
65,1278.08,4105171.0,1296.39,3215.86413101,8083,1207.65,1275.06,XBTUSD,2017-03-07 00:00:00+00:00,1117,321586413101,4105171,1276.5523
66,1231.26,3837560.0,1280.52,3124.9474711899998,10,1001.0,1278.08,XBTUSD,2017-03-08 00:00:00+00:00,1672,312494747119,3837560,1228.0486
67,1150.69,3745809.0,1240.92,3158.2401520300004,10,1144.62,1231.26,XBTUSD,2017-03-09 00:00:00+00:00,1933,315824015203,3745809,1186.0567
68,1191.7,3836390.0,1212.62,3249.267589070001,2647,1130.3,1150.69,XBTUSD,2017-03-10 00:00:00+00:00,1706,324926758907,3836390,1180.7072
69,1121.67,5352921.0,1316.82,4473.563769350001,10,1060.89,1191.7,XBTUSD,2017-03-11 00:00:00+00:00,1476,447356376935,5352921,1196.573
70,1181.18,2012872.0,1197.27,1722.2867519400006,30,1115.19,1121.67,XBTUSD,2017-03-12 00:00:00+00:00,2012,172228675194,2012872,1168.7295
71,1229.7,2077676.0,1237.15,1728.7747718299997,7281,1175.31,1181.18,XBTUSD,2017-03-13 00:00:00+00:00,1328,172877477183,2077676,1201.822
72,1242.77,1744854.0,1251.34,1413.4541164299997,4812,1221.0,1229.7,XBTUSD,2017-03-14 00:00:00+00:00,1878,141345411643,1744854,1234.4612
73,1245.95,3782537.0,1257.44,3042.3530550200007,6195,1225.0,1242.77,XBTUSD,2017-03-15 00:00:00+00:00,1153,304235305502,3782537,1243.3017
74,1260.0,2188593.0,1260.0,1748.68089108,9197,1243.62,1245.95,XBTUSD,2017-03-16 00:00:00+00:00,1235,174868089108,2188593,1251.5801
75,1176.47,2909137.0,1266.86,2371.1787766999987,10,1134.73,1260.0,XBTUSD,2017-03-17 00:00:00+00:00,1449,237117877670,2909137,1226.8885
76,1074.69,2353721.0,1175.71,2065.450516419983,90,1068.6,1176.47,XBTUSD,2017-03-18 00:00:00+00:00,4074,206545051642,2353721,1139.5752
77,970.6,2764100.0,1100.7,2719.5916259900005,10,948.97,1074.69,XBTUSD,2017-03-19 00:00:00+00:00,2731,271959162599,2764100,1016.3738
78,1018.88,1545500.0,1061.7,1518.59407502,100,969.96,970.6,XBTUSD,2017-03-20 00:00:00+00:00,2246,151859407502,1545500,1017.7185
79,1037.15,2765242.0,1053.3,2661.70605639,3404,1017.45,1018.88,XBTUSD,2017-03-21 00:00:00+00:00,1254,266170605639,2765242,1038.9071
80,1114.78,2015105.0,1119.22,1861.1047772100003,2760,1038.78,1037.15,XBTUSD,2017-03-22 00:00:00+00:00,1209,186110477721,2015105,1082.755
81,1034.34,3285134.0,1116.5,3099.1154787399996,10,994.16,1114.78,XBTUSD,2017-03-23 00:00:00+00:00,1823,309911547874,3285134,1060.0295
82,1030.43,2230307.0,1052.84,2155.99302868,1655,1009.87,1034.34,XBTUSD,2017-03-24 00:00:00+00:00,1010,215599302868,2230307,1034.4792
83,937.71,3844424.0,1035.42,3874.2377003400015,20,925.83,1030.43,XBTUSD,2017-03-25 00:00:00+00:00,3451,387423770034,3844424,992.3096
84,961.02,2171437.0,968.82,2325.62864267,10,893.29,937.71,XBTUSD,2017-03-26 00:00:00+00:00,2696,232562864267,2171437,933.7068
85,965.78,1485881.0,997.95,1534.96999261,1801,945.78,961.02,XBTUSD,2017-03-27 00:00:00+00:00,3310,153496999261,1485881,968.0261
86,1038.81,1686437.0,1044.02,1672.8115088099999,1423,960.03,965.78,XBTUSD,2017-03-28 00:00:00+00:00,2194,167281150881,1686437,1008.1458
87,1043.25,2345141.0,1072.88,2245.3175200400005,3175,1013.06,1038.81,XBTUSD,2017-03-29 00:00:00+00:00,1703,224531752004,2345141,1044.4628
88,1038.83,2337884.0,1060.26,2264.0042971000007,10,1010.22,1043.25,XBTUSD,2017-03-30 00:00:00+00:00,1340,226400429710,2337884,1032.6418
89,1032.0,2509123.0,1312.0,2432.71832334,1,10.0,1038.83,XBTUSD,2017-03-31 00:00:00+00:00,1196,243271832334,2509123,1031.417
90,1080.0,2269654.0,1087.2,2137.9123842899994,10,1034.4,1032.0,XBTUSD,2017-04-01 00:00:00+00:00,737,213791238429,2269654,1061.6275
91,1090.2,4053994.0,1111.8,3728.6579466900002,600,1063.7,1080.0,XBTUSD,2017-04-02 00:00:00+00:00,1064,372865794669,4053994,1087.2638
92,1098.8,1840171.0,1110.4,1686.5359369799994,1356,1069.0,1090.2,XBTUSD,2017-04-03 00:00:00+00:00,798,168653593698,1840171,1091.0956
93,1145.9,2133777.0,1156.9,1884.2540048099988,10,1099.1,1098.8,XBTUSD,2017-04-04 00:00:00+00:00,771,188425400481,2133777,1132.4259
94,1142.5,1256519.0,1161.9,1099.78212698,1557,1126.4,1145.9,XBTUSD,2017-04-05 00:00:00+00:00,537,109978212698,1256519,1142.5177
95,1135.2,4424490.0,1167.7,3936.2662837300004,4112,1102.0,1142.5,XBTUSD,2017-04-06 00:00:00+00:00,707,393626628373,4424490,1124.0375
96,1192.5,1364411.0,1209.0,1156.6528975200001,15,1134.6,1135.2,XBTUSD,2017-04-07 00:00:00+00:00,819,115665289752,1364411,1179.6209
97,1191.3,1787478.0,1212.0,1497.8723026699997,1491,1176.7,1192.5,XBTUSD,2017-04-08 00:00:00+00:00,629,149787230267,1787478,1193.3459
98,1185.5,2598638.0,1217.3,2183.76049194,14,1162.0,1191.3,XBTUSD,2017-04-09 00:00:00+00:00,791,218376049194,2598638,1189.9945
99,1213.9,1424481.0,1231.3,1172.92004365,20,1197.4,1211.6,XBTUSD,2017-04-11 00:00:00+00:00,656,117292004365,1424481,1214.4766
100,1227.3,1792212.0,1237.5,1471.7128073699996,1079,1202.0,1213.9,XBTUSD,2017-04-12 00:00:00+00:00,634,147171280737,1792212,1217.7746
101,1218.5,2217108.0,1233.7,1820.4343129400002,10,1188.0,1227.3,XBTUSD,2017-04-13 00:00:00+00:00,673,182043431294,2217108,1217.9081
102,1176.7,1323280.0,1223.9,1117.71886951,6099,1155.1,1218.5,XBTUSD,2017-04-14 00:00:00+00:00,1277,111771886951,1323280,1183.9223
103,1185.3,728117.0,1203.6,613.11927353,1443,1172.7,1176.7,XBTUSD,2017-04-15 00:00:00+00:00,734,61311927353,728117,1187.5638
104,1183.3,1147328.0,1202.1,975.8966400500002,1521,891.8,1185.3,XBTUSD,2017-04-16 00:00:00+00:00,945,97589664005,1147328,1175.6684
105,1190.8,827828.0,1203.9,694.99634678,20,1180.7,1183.3,XBTUSD,2017-04-17 00:00:00+00:00,721,69499634678,827828,1191.1285
106,1198.9,580232.0,1217.7,485.47337682999984,4646,1181.9,1190.8,XBTUSD,2017-04-18 00:00:00+00:00,751,48547337683,580232,1195.2001
107,1206.4,1393872.0,1217.7,1153.3572905599995,2230,1197.7,1198.9,XBTUSD,2017-04-19 00:00:00+00:00,925,115335729056,1393872,1208.5468
108,1210.3,886017.0,1216.5,735.98010181,1,1194.3,1206.4,XBTUSD,2017-04-20 00:00:00+00:00,877,73598010181,886017,1203.862
109,1235.4,1400427.0,1242.5,1138.99791948,20,1208.5,1210.3,XBTUSD,2017-04-21 00:00:00+00:00,897,113899791948,1400427,1229.5284
110,1246.3,1023317.0,1260.0,819.6442859500002,1,1231.3,1235.4,XBTUSD,2017-04-22 00:00:00+00:00,717,81964428595,1023317,1248.5018
111,1238.7,819546.0,1249.5,662.0847631,815,1212.0,1246.3,XBTUSD,2017-04-23 00:00:00+00:00,621,66208476310,819546,1237.8382
112,1247.0,300706.0,1248.9,242.48173014000005,20,1231.7,1238.7,XBTUSD,2017-04-24 00:00:00+00:00,396,24248173014,300706,1240.1255
113,1255.2,817622.0,1260.2,654.29933582,2914,1239.6,1247.0,XBTUSD,2017-04-25 00:00:00+00:00,592,65429933582,817622,1249.6251
114,1278.9,878363.0,1282.7,690.1360452399999,1432,1255.2,1255.2,XBTUSD,2017-04-26 00:00:00+00:00,834,69013604524,878363,1272.7504
115,1291.1,993926.0,1315.8,767.927131,3099,1273.6,1278.9,XBTUSD,2017-04-27 00:00:00+00:00,284,76792713100,993926,1294.2973
116,1345.0,1242565.0,1351.7,939.7731361999997,9000,1290.2,1291.1,XBTUSD,2017-04-28 00:00:00+00:00,360,93977313620,1242565,1322.2091
117,1343.5,1755003.0,1361.7,1315.3473644500023,15,1301.5,1345.0,XBTUSD,2017-04-29 00:00:00+00:00,474,131534736445,1755003,1334.2584
118,1350.4,1421906.0,1355.2,1058.7552448299991,4243,1327.5,1343.5,XBTUSD,2017-04-30 00:00:00+00:00,487,105875524483,1421906,1343.003
119,1368.2,955993.0,1374.3,711.7717333300001,4063,1329.6,1350.4,XBTUSD,2017-05-01 00:00:00+00:00,560,71177173333,955993,1343.1292
120,1415.6,894269.0,1443.1,637.7916811899997,1725,1366.8,1368.2,XBTUSD,2017-05-02 00:00:00+00:00,568,63779168119,894269,1402.1509
121,1460.5,1911227.0,1485.6,1316.5923044499998,3829,1393.5,1415.6,XBTUSD,2017-05-03 00:00:00+00:00,672,131659230445,1911227,1451.6527
122,1516.7,1423828.0,1519.4,969.41804073,100,1442.7,1460.5,XBTUSD,2017-05-04 00:00:00+00:00,398,96941804073,1423828,1468.7523
123,1550.2,1724142.0,1639.0,1104.9313882700003,1538,1502.2,1516.7,XBTUSD,2017-05-05 00:00:00+00:00,700,110493138827,1724142,1560.4276
124,1531.0,1442538.0,1618.9,922.5915269799996,20,1518.7,1550.2,XBTUSD,2017-05-06 00:00:00+00:00,756,92259152698,1442538,1563.575
125,1571.5,975787.0,1580.6,624.7780364600001,1750,1533.9,1531.0,XBTUSD,2017-05-07 00:00:00+00:00,717,62477803646,975787,1561.8167
126,1584.3,1237018.0,1590.9,790.5619088400001,1,1532.9,1571.5,XBTUSD,2017-05-08 00:00:00+00:00,562,79056190884,1237018,1564.7493
127,1682.7,1419705.0,1682.7,882.97626664,7000,1582.3,1584.3,XBTUSD,2017-05-09 00:00:00+00:00,410,88297626664,1419705,1607.8721
128,1720.7,1163217.0,1776.0,674.8744317100001,11195,1655.3,1682.7,XBTUSD,2017-05-10 00:00:00+00:00,407,67487443171,1163217,1723.6327
129,1786.3,1152705.0,1796.3,657.0583242999999,6031,1691.0,1720.7,XBTUSD,2017-05-11 00:00:00+00:00,465,65705832430,1152705,1754.3552
130,1830.0,2647873.0,2000.0,1452.0892460500002,1000,1761.5,1786.3,XBTUSD,2017-05-12 00:00:00+00:00,539,145208924605,2647873,1823.5198
131,1695.0,2187621.0,1836.5,1234.7632592499997,1000,1650.0,1830.0,XBTUSD,2017-05-13 00:00:00+00:00,724,123476325925,2187621,1771.6989
132,1781.9,3073913.0,1782.5,1793.6422946799996,1851,1608.8,1695.0,XBTUSD,2017-05-14 00:00:00+00:00,1048,179364229468,3073913,1713.7961
133,1790.3,658677.0,1822.6,367.46399666,101,1764.0,1781.9,XBTUSD,2017-05-15 00:00:00+00:00,1735,36746399666,658677,1792.5002
134,1730.6,3489402.0,1800.2,2005.85148427,2567,1701.3,1790.3,XBTUSD,2017-05-16 00:00:00+00:00,723,200585148427,3489402,1739.6145
135,1741.6,3094033.0,1760.4,1795.0892093399998,1870,1679.7,1730.6,XBTUSD,2017-05-17 00:00:00+00:00,805,179508920934,3094033,1723.6327
136,1797.7,2790720.0,1837.3,1558.56268218,8993,1697.0,1741.6,XBTUSD,2017-05-18 00:00:00+00:00,552,155856268218,2790720,1790.5744
137,1891.2,2932613.0,1891.2,1606.18994135,2593,1778.3,1797.7,XBTUSD,2017-05-19 00:00:00+00:00,605,160618994135,2932613,1825.8504
138,1961.9,1518135.0,1972.1,794.6281477000001,2444,1873.1,1891.2,XBTUSD,2017-05-20 00:00:00+00:00,234,79462814770,1518135,1910.5116
139,2035.9,657224.0,2035.9,331.00403280000006,250,1952.9,1961.9,XBTUSD,2017-05-21 00:00:00+00:00,228,33100403280,657224,1985.5847
140,2039.4,663844.0,2083.8,326.66560911000005,1005,1990.0,2035.9,XBTUSD,2017-05-22 00:00:00+00:00,160,32666560911,663844,2032.1899
141,2109.9,1377171.0,2251.3,646.7070638199999,2657,2026.1,2039.4,XBTUSD,2017-05-23 00:00:00+00:00,460,64670706382,1377171,2129.5172
142,2256.0,2337056.0,2271.0,1050.1258190400001,1,2099.9,2109.9,XBTUSD,2017-05-24 00:00:00+00:00,504,105012581904,2337056,2225.5358
143,2428.4,1932337.0,2477.2,813.8045614199996,8890,2271.0,2256.0,XBTUSD,2017-05-25 00:00:00+00:00,293,81380456142,1932337,2374.4509
144,2318.4,6273947.0,2776.9,2418.6212702399985,4000,2253.2,2428.4,XBTUSD,2017-05-26 00:00:00+00:00,637,241862127024,6273947,2594.0337
145,2274.9,12233778.0,2634.7,5285.003947620002,1000,2072.0,2318.4,XBTUSD,2017-05-27 00:00:00+00:00,1028,528500394762,12233778,2314.8148
146,2065.8,14090930.0,2574.0,6957.882998020027,7556,1891.9,2274.9,XBTUSD,2017-05-28 00:00:00+00:00,2132,695788299802,14090930,2025.1934
147,2203.5,5640761.0,2328.6,2554.941848349998,1000,2074.2,2065.8,XBTUSD,2017-05-29 00:00:00+00:00,1052,255494184835,5640761,2207.7979
148,2280.2,7187007.0,2359.6,3188.853057170001,7201,2124.2,2203.5,XBTUSD,2017-05-30 00:00:00+00:00,952,318885305717,7187007,2253.8259
149,2177.8,4000521.0,2343.5,1765.2844785600003,13094,2138.1,2280.2,XBTUSD,2017-05-31 00:00:00+00:00,753,176528447856,4000521,2266.2376
150,2296.6,2816773.0,2330.0,1247.15896077,17457,2172.6,2177.8,XBTUSD,2017-06-01 00:00:00+00:00,426,124715896077,2816773,2258.5599
151,2402.5,3033537.0,2464.5,1267.83881784,6316,2302.8,2296.6,XBTUSD,2017-06-02 00:00:00+00:00,520,126783881784,3033537,2392.6879
152,2483.6,2006331.0,2483.6,826.3145611799998,10,2383.2,2402.5,XBTUSD,2017-06-03 00:00:00+00:00,386,82631456118,2006331,2428.0685
153,2546.4,6849558.0,2599.1,2709.55811611,10,2443.6,2483.6,XBTUSD,2017-06-04 00:00:00+00:00,1976,270955811611,6849558,2527.9337
154,2522.1,5920984.0,2715.2,2343.90998191,53,2474.7,2546.4,XBTUSD,2017-06-05 00:00:00+00:00,1723,234390998191,5920984,2526.1456
155,2695.4,4312445.0,2695.4,1652.12895367,10,2527.0,2522.1,XBTUSD,2017-06-06 00:00:00+00:00,1165,165212895367,4312445,2610.2845
156,2874.5,5862267.0,2932.0,2064.4235565499994,100,2695.1,2695.4,XBTUSD,2017-06-07 00:00:00+00:00,1374,206442355655,5862267,2839.699
157,2695.9,6993234.0,2887.2,2541.8161003299997,666,2600.3,2874.5,XBTUSD,2017-06-08 00:00:00+00:00,771,254181610033,6993234,2751.3344
158,2804.9,5774158.0,2821.8,2098.0777193400004,10000,2620.8,2695.9,XBTUSD,2017-06-09 00:00:00+00:00,1402,209807771934,5774158,2752.1673
159,2810.1,5363021.0,2858.3,1903.0772693900003,666,2772.2,2804.9,XBTUSD,2017-06-10 00:00:00+00:00,708,190307726939,5363021,2818.0922
160,2914.0,6954875.0,2920.6,2436.73539677,968,2790.2,2810.1,XBTUSD,2017-06-11 00:00:00+00:00,1369,243673539677,6954875,2854.2071
161,2977.7,9777146.0,2984.2,3355.15271612,17836,2859.1,2914.0,XBTUSD,2017-06-12 00:00:00+00:00,1288,335515271612,9777146,2914.0926
162,2658.6,22849817.0,3014.8,8467.43390049,5311,2481.7,2977.7,XBTUSD,2017-06-13 00:00:00+00:00,3240,846743390049,22849817,2698.6183
163,2704.7,9567768.0,2788.8,3532.18955961,4442,2649.3,2658.6,XBTUSD,2017-06-14 00:00:00+00:00,1128,353218955961,9567768,2708.7792
164,2448.2,16088079.0,2804.8,6138.582761450001,666,2331.9,2704.7,XBTUSD,2017-06-15 00:00:00+00:00,1390,613858276145,16088079,2620.8198
165,2415.3,15854891.0,2529.7,6767.768726149998,100,2092.0,2448.2,XBTUSD,2017-06-16 00:00:00+00:00,2151,676776872615,15854891,2342.7434
166,2486.4,6278058.0,2516.4,2556.0203938900004,9232,2305.0,2415.3,XBTUSD,2017-06-17 00:00:00+00:00,719,255602039389,6278058,2456.2179
167,2641.9,3787692.0,2674.6,1470.0901356600002,25015,2426.3,2486.4,XBTUSD,2017-06-18 00:00:00+00:00,514,147009013566,3787692,2576.5227
168,2513.6,4436996.0,2662.1,1743.9575296200003,6511,2460.6,2641.9,XBTUSD,2017-06-19 00:00:00+00:00,543,174395752962,4436996,2544.2703
169,2594.8,3357970.0,2594.8,1316.24028103,1000,2488.5,2513.6,XBTUSD,2017-06-20 00:00:00+00:00,654,131624028103,3357970,2551.2157
170,2736.4,5217100.0,2770.5,1964.6446825199996,40,2589.3,2594.8,XBTUSD,2017-06-21 00:00:00+00:00,975,196464468252,5217100,2655.5488
171,2650.0,5975774.0,2781.6,2217.23174267,100,2574.3,2736.4,XBTUSD,2017-06-22 00:00:00+00:00,1323,221723174267,5975774,2695.1998
172,2695.0,5120379.0,2732.1,1919.0582646399992,100,2599.8,2650.0,XBTUSD,2017-06-23 00:00:00+00:00,1323,191905826464,5120379,2668.232
173,2690.6,5211594.0,2751.9,1923.9454208500001,34,2666.8,2695.0,XBTUSD,2017-06-24 00:00:00+00:00,1374,192394542085,5211594,2708.8525
174,2572.7,3348117.0,2718.6,1277.63219596,500,2514.0,2690.6,XBTUSD,2017-06-25 00:00:00+00:00,2026,127763219596,3348117,2620.6137
175,2505.5,7013457.0,2629.8,2749.406045860002,1,2433.2,2572.7,XBTUSD,2017-06-26 00:00:00+00:00,2875,274940604586,7013457,2550.9553
